cod_municipio,municipio,ano,situacao,populacao
4101002,Ampére (PR),2010,Total,17308
4101002,Ampére (PR),2010,Urbana,13257
4101002,Ampére (PR),2010,Rural,4051
4101051,Anahy (PR),2010,Total,2874
4101051,Anahy (PR),2010,Urbana,2108
4101051,Anahy (PR),2010,Rural,766
4101101,Andirá (PR),2010,Total,20610
4101101,Andirá (PR),2010,Urbana,19351
4101101,Andirá (PR),2010,Rural,1259
4101150,Ângulo (PR),2010,Total,2859
4101150,Ângulo (PR),2010,Urbana,2253
4101150,Ângulo (PR),2010,Rural,606
4101200,Antonina (PR),2010,Total,18891
4101200,Antonina (PR),2010,Urbana,16063
4101200,Antonina (PR),2010,Rural,2828
4101309,Antônio Olinto (PR),2010,Total,7351
4101309,Antônio Olinto (PR),2010,Urbana,687
4101309,Antônio Olinto (PR),2010,Rural,6664
4101408,Apucarana (PR),2010,Total,120919
4101408,Apucarana (PR),2010,Urbana,114098
4101408,Apucarana (PR),2010,Rural,6821
4101507,Arapongas (PR),2010,Total,104150
4101507,Arapongas (PR),2010,Urbana,101851
4101507,Arapongas (PR),2010,Rural,2299
4101606,Arapoti (PR),2010,Total,25855
4101606,Arapoti (PR),2010,Urbana,21778
4101606,Arapoti (PR),2010,Rural,4077
4101655,Arapuã (PR),2010,Total,3561
4101655,Arapuã (PR),2010,Urbana,1334
4101655,Arapuã (PR),2010,Rural,2227
4101705,Araruna (PR),2010,Total,13419
4101705,Araruna (PR),2010,Urbana,10475
4101705,Araruna (PR),2010,Rural,2944
4101804,Araucária (PR),2010,Total,119123
4101804,Araucária (PR),2010,Urbana,110205
4101804,Araucária (PR),2010,Rural,8918
4101853,Ariranha do Ivaí (PR),2010,Total,2453
4101853,Ariranha do Ivaí (PR),2010,Urbana,904
4101853,Ariranha do Ivaí (PR),2010,Rural,1549
4101903,Assaí (PR),2010,Total,16354
4101903,Assaí (PR),2010,Urbana,13587
4101903,Assaí (PR),2010,Rural,2767
4102000,Assis Chateaubriand (PR),2010,Total,33025
4102000,Assis Chateaubriand (PR),2010,Urbana,29013
4102000,Assis Chateaubriand (PR),2010,Rural,4012
4102109,Astorga (PR),2010,Total,24698
4102109,Astorga (PR),2010,Urbana,22559
4102109,Astorga (PR),2010,Rural,2139
4102208,Atalaia (PR),2010,Total,3913
4102208,Atalaia (PR),2010,Urbana,3347
4102208,Atalaia (PR),2010,Rural,566
4102307,Balsa Nova (PR),2010,Total,11300
4102307,Balsa Nova (PR),2010,Urbana,6870
4102307,Balsa Nova (PR),2010,Rural,4430
4102406,Bandeirantes (PR),2010,Total,32184
4102406,Bandeirantes (PR),2010,Urbana,28384
4102406,Bandeirantes (PR),2010,Rural,3800
4102505,Barbosa Ferraz (PR),2010,Total,12656
4102505,Barbosa Ferraz (PR),2010,Urbana,9581
4102505,Barbosa Ferraz (PR),2010,Rural,3075
4102604,Barracão (PR),2010,Total,9735
4102604,Barracão (PR),2010,Urbana,7008
4102604,Barracão (PR),2010,Rural,2727
4102703,Barra do Jacaré (PR),2010,Total,2727
4102703,Barra do Jacaré (PR),2010,Urbana,1851
4102703,Barra do Jacaré (PR),2010,Rural,876
4102752,Bela Vista da Caroba (PR),2010,Total,3945
4102752,Bela Vista da Caroba (PR),2010,Urbana,1041
4102752,Bela Vista da Caroba (PR),2010,Rural,2904
4102802,Bela Vista do Paraíso (PR),2010,Total,15079
4102802,Bela Vista do Paraíso (PR),2010,Urbana,14196
4102802,Bela Vista do Paraíso (PR),2010,Rural,883
4102901,Bituruna (PR),2010,Total,15880
4102901,Bituruna (PR),2010,Urbana,9899
4102901,Bituruna (PR),2010,Rural,5981
4103008,Boa Esperança (PR),2010,Total,4568
4103008,Boa Esperança (PR),2010,Urbana,2640
4103008,Boa Esperança (PR),2010,Rural,1928
4103024,Boa Esperança do Iguaçu (PR),2010,Total,2764
4103024,Boa Esperança do Iguaçu (PR),2010,Urbana,953
4103024,Boa Esperança do Iguaçu (PR),2010,Rural,1811
4103040,Boa Ventura de São Roque (PR),2010,Total,6554
4103040,Boa Ventura de São Roque (PR),2010,Urbana,1544
4103040,Boa Ventura de São Roque (PR),2010,Rural,5010
4103057,Boa Vista da Aparecida (PR),2010,Total,7911
4103057,Boa Vista da Aparecida (PR),2010,Urbana,4900
4103057,Boa Vista da Aparecida (PR),2010,Rural,3011
4103107,Bocaiúva do Sul (PR),2010,Total,10987
4103107,Bocaiúva do Sul (PR),2010,Urbana,5128
4103107,Bocaiúva do Sul (PR),2010,Rural,5859
4103156,Bom Jesus do Sul (PR),2010,Total,3796
4103156,Bom Jesus do Sul (PR),2010,Urbana,933
4103156,Bom Jesus do Sul (PR),2010,Rural,2863
4103206,Bom Sucesso (PR),2010,Total,6561
4103206,Bom Sucesso (PR),2010,Urbana,5329
4103206,Bom Sucesso (PR),2010,Rural,1232
4103222,Bom Sucesso do Sul (PR),2010,Total,3293
4103222,Bom Sucesso do Sul (PR),2010,Urbana,1581
4103222,Bom Sucesso do Sul (PR),2010,Rural,1712
4103305,Borrazópolis (PR),2010,Total,7878
4103305,Borrazópolis (PR),2010,Urbana,5809
4103305,Borrazópolis (PR),2010,Rural,2069
4103354,Braganey (PR),2010,Total,5735
4103354,Braganey (PR),2010,Urbana,3417
4103354,Braganey (PR),2010,Rural,2318
4103370,Brasilândia do Sul (PR),2010,Total,3209
4103370,Brasilândia do Sul (PR),2010,Urbana,2180
4103370,Brasilândia do Sul (PR),2010,Rural,1029
4103404,Cafeara (PR),2010,Total,2695
4103404,Cafeara (PR),2010,Urbana,2195
4103404,Cafeara (PR),2010,Rural,500
4103453,Cafelândia (PR),2010,Total,14662
4103453,Cafelândia (PR),2010,Urbana,12348
4103453,Cafelândia (PR),2010,Rural,2314
4103479,Cafezal do Sul (PR),2010,Total,4290
4103479,Cafezal do Sul (PR),2010,Urbana,3325
4103479,Cafezal do Sul (PR),2010,Rural,965
4103503,Califórnia (PR),2010,Total,8069
4103503,Califórnia (PR),2010,Urbana,6028
4103503,Califórnia (PR),2010,Rural,2041
4103602,Cambará (PR),2010,Total,23886
4103602,Cambará (PR),2010,Urbana,22365
4103602,Cambará (PR),2010,Rural,1521
4103701,Cambé (PR),2010,Total,96733
4103701,Cambé (PR),2010,Urbana,92952
4103701,Cambé (PR),2010,Rural,3781
4103800,Cambira (PR),2010,Total,7236
4103800,Cambira (PR),2010,Urbana,5475
4103800,Cambira (PR),2010,Rural,1761
4103909,Campina da Lagoa (PR),2010,Total,15394
4103909,Campina da Lagoa (PR),2010,Urbana,12557
4103909,Campina da Lagoa (PR),2010,Rural,2837
4103958,Campina do Simão (PR),2010,Total,4076
4103958,Campina do Simão (PR),2010,Urbana,1388
4103958,Campina do Simão (PR),2010,Rural,2688
4104006,Campina Grande do Sul (PR),2010,Total,38769
4104006,Campina Grande do Sul (PR),2010,Urbana,31961
4104006,Campina Grande do Sul (PR),2010,Rural,6808
4104055,Campo Bonito (PR),2010,Total,4407
4104055,Campo Bonito (PR),2010,Urbana,2580
4104055,Campo Bonito (PR),2010,Rural,1827
4104105,Campo do Tenente (PR),2010,Total,7125
4104105,Campo do Tenente (PR),2010,Urbana,4194
4104105,Campo do Tenente (PR),2010,Rural,2931
4104204,Campo Largo (PR),2010,Total,112377
4104204,Campo Largo (PR),2010,Urbana,94171
4104204,Campo Largo (PR),2010,Rural,18206
4104253,Campo Magro (PR),2010,Total,24843
4104253,Campo Magro (PR),2010,Urbana,19547
4104253,Campo Magro (PR),2010,Rural,5296
4104303,Campo Mourão (PR),2010,Total,87194
4104303,Campo Mourão (PR),2010,Urbana,82676
4104303,Campo Mourão (PR),2010,Rural,4518
4104402,Cândido de Abreu (PR),2010,Total,16655
4104402,Cândido de Abreu (PR),2010,Urbana,4752
4104402,Cândido de Abreu (PR),2010,Rural,11903
4104428,Candói (PR),2010,Total,14983
4104428,Candói (PR),2010,Urbana,7026
4104428,Candói (PR),2010,Rural,7957
4104451,Cantagalo (PR),2010,Total,12952
4104451,Cantagalo (PR),2010,Urbana,8509
4104451,Cantagalo (PR),2010,Rural,4443
4104501,Capanema (PR),2010,Total,18526
4104501,Capanema (PR),2010,Urbana,11150
4104501,Capanema (PR),2010,Rural,7376
4104600,Capitão Leônidas Marques (PR),2010,Total,14970
4104600,Capitão Leônidas Marques (PR),2010,Urbana,11490
4104600,Capitão Leônidas Marques (PR),2010,Rural,3480
4104659,Carambeí (PR),2010,Total,19163
4104659,Carambeí (PR),2010,Urbana,13918
4104659,Carambeí (PR),2010,Rural,5245
4104709,Carlópolis (PR),2010,Total,13706
4104709,Carlópolis (PR),2010,Urbana,9353
4104709,Carlópolis (PR),2010,Rural,4353
4104808,Cascavel (PR),2010,Total,286205
4104808,Cascavel (PR),2010,Urbana,270049
4104808,Cascavel (PR),2010,Rural,16156
4104907,Castro (PR),2010,Total,67084
4104907,Castro (PR),2010,Urbana,49266
4104907,Castro (PR),2010,Rural,17818
4105003,Catanduvas (PR),2010,Total,10202
4105003,Catanduvas (PR),2010,Urbana,5342
4105003,Catanduvas (PR),2010,Rural,4860
4105102,Centenário do Sul (PR),2010,Total,11190
4105102,Centenário do Sul (PR),2010,Urbana,9334
4105102,Centenário do Sul (PR),2010,Rural,1856
4105201,Cerro Azul (PR),2010,Total,16938
4105201,Cerro Azul (PR),2010,Urbana,4808
4105201,Cerro Azul (PR),2010,Rural,12130
4105300,Céu Azul (PR),2010,Total,11032
4105300,Céu Azul (PR),2010,Urbana,8387
4105300,Céu Azul (PR),2010,Rural,2645
4105409,Chopinzinho (PR),2010,Total,19679
4105409,Chopinzinho (PR),2010,Urbana,12508
4105409,Chopinzinho (PR),2010,Rural,7171
4105508,Cianorte (PR),2010,Total,69958
4105508,Cianorte (PR),2010,Urbana,62282
4105508,Cianorte (PR),2010,Rural,7676
4105607,Cidade Gaúcha (PR),2010,Total,11062
4105607,Cidade Gaúcha (PR),2010,Urbana,9176
4105607,Cidade Gaúcha (PR),2010,Rural,1886
4105706,Clevelândia (PR),2010,Total,17240
4105706,Clevelândia (PR),2010,Urbana,14758
4105706,Clevelândia (PR),2010,Rural,2482
4105805,Colombo (PR),2010,Total,212967
4105805,Colombo (PR),2010,Urbana,203203
4105805,Colombo (PR),2010,Rural,9764
4105904,Colorado (PR),2010,Total,22345
4105904,Colorado (PR),2010,Urbana,21005
4105904,Colorado (PR),2010,Rural,1340
4106001,Congonhinhas (PR),2010,Total,8279
4106001,Congonhinhas (PR),2010,Urbana,4834
4106001,Congonhinhas (PR),2010,Rural,3445
4106100,Conselheiro Mairinck (PR),2010,Total,3636
4106100,Conselheiro Mairinck (PR),2010,Urbana,2515
4106100,Conselheiro Mairinck (PR),2010,Rural,1121
4106209,Contenda (PR),2010,Total,15891
4106209,Contenda (PR),2010,Urbana,9231
4106209,Contenda (PR),2010,Rural,6660
4106308,Corbélia (PR),2010,Total,16312
4106308,Corbélia (PR),2010,Urbana,13976
4106308,Corbélia (PR),2010,Rural,2336
4106407,Cornélio Procópio (PR),2010,Total,46928
4106407,Cornélio Procópio (PR),2010,Urbana,44308
4106407,Cornélio Procópio (PR),2010,Rural,2620
4106456,Coronel Domingos Soares (PR),2010,Total,7238
4106456,Coronel Domingos Soares (PR),2010,Urbana,1753
4106456,Coronel Domingos Soares (PR),2010,Rural,5485
4106506,Coronel Vivida (PR),2010,Total,21749
4106506,Coronel Vivida (PR),2010,Urbana,15445
4106506,Coronel Vivida (PR),2010,Rural,6304
4106555,Corumbataí do Sul (PR),2010,Total,4002
4106555,Corumbataí do Sul (PR),2010,Urbana,2127
4106555,Corumbataí do Sul (PR),2010,Rural,1875
4106571,Cruzeiro do Iguaçu (PR),2010,Total,4278
4106571,Cruzeiro do Iguaçu (PR),2010,Urbana,2623
4106571,Cruzeiro do Iguaçu (PR),2010,Rural,1655
4106605,Cruzeiro do Oeste (PR),2010,Total,20416
4106605,Cruzeiro do Oeste (PR),2010,Urbana,17667
4106605,Cruzeiro do Oeste (PR),2010,Rural,2749
4106704,Cruzeiro do Sul (PR),2010,Total,4563
4106704,Cruzeiro do Sul (PR),2010,Urbana,3404
4106704,Cruzeiro do Sul (PR),2010,Rural,1159
4106803,Cruz Machado (PR),2010,Total,18040
4106803,Cruz Machado (PR),2010,Urbana,6057
4106803,Cruz Machado (PR),2010,Rural,11983
4106852,Cruzmaltina (PR),2010,Total,3162
4106852,Cruzmaltina (PR),2010,Urbana,1503
4106852,Cruzmaltina (PR),2010,Rural,1659
4106902,Curitiba (PR),2010,Total,1751907
4106902,Curitiba (PR),2010,Urbana,1751907
4106902,Curitiba (PR),2010,Rural,0
4107009,Curiúva (PR),2010,Total,13923
4107009,Curiúva (PR),2010,Urbana,9573
4107009,Curiúva (PR),2010,Rural,4350
4107108,Diamante do Norte (PR),2010,Total,5516
4107108,Diamante do Norte (PR),2010,Urbana,4551
4107108,Diamante do Norte (PR),2010,Rural,965
4107124,Diamante do Sul (PR),2010,Total,3510
4107124,Diamante do Sul (PR),2010,Urbana,1405
4107124,Diamante do Sul (PR),2010,Rural,2105
4107157,Diamante D'Oeste (PR),2010,Total,5027
4107157,Diamante D'Oeste (PR),2010,Urbana,2561
4107157,Diamante D'Oeste (PR),2010,Rural,2466
4107207,Dois Vizinhos (PR),2010,Total,36179
4107207,Dois Vizinhos (PR),2010,Urbana,28095
4107207,Dois Vizinhos (PR),2010,Rural,8084
4107256,Douradina (PR),2010,Total,7445
4107256,Douradina (PR),2010,Urbana,5236
4107256,Douradina (PR),2010,Rural,2209
4107306,Doutor Camargo (PR),2010,Total,5828
4107306,Doutor Camargo (PR),2010,Urbana,5109
4107306,Doutor Camargo (PR),2010,Rural,719
4107405,Enéas Marques (PR),2010,Total,6103
4107405,Enéas Marques (PR),2010,Urbana,2126
4107405,Enéas Marques (PR),2010,Rural,3977
4107504,Engenheiro Beltrão (PR),2010,Total,13906
4107504,Engenheiro Beltrão (PR),2010,Urbana,12278
4107504,Engenheiro Beltrão (PR),2010,Rural,1628
4107520,Esperança Nova (PR),2010,Total,1970
4107520,Esperança Nova (PR),2010,Urbana,752
4107520,Esperança Nova (PR),2010,Rural,1218
4107538,Entre Rios do Oeste (PR),2010,Total,3926
4107538,Entre Rios do Oeste (PR),2010,Urbana,2642
4107538,Entre Rios do Oeste (PR),2010,Rural,1284
4107546,Espigão Alto do Iguaçu (PR),2010,Total,4677
4107546,Espigão Alto do Iguaçu (PR),2010,Urbana,1646
4107546,Espigão Alto do Iguaçu (PR),2010,Rural,3031
4107553,Farol (PR),2010,Total,3472
4107553,Farol (PR),2010,Urbana,2018
4107553,Farol (PR),2010,Rural,1454
4107603,Faxinal (PR),2010,Total,16314
4107603,Faxinal (PR),2010,Urbana,12739
4107603,Faxinal (PR),2010,Rural,3575
4107652,Fazenda Rio Grande (PR),2010,Total,81675
4107652,Fazenda Rio Grande (PR),2010,Urbana,75928
4107652,Fazenda Rio Grande (PR),2010,Rural,5747
4107702,Fênix (PR),2010,Total,4802
4107702,Fênix (PR),2010,Urbana,3995
4107702,Fênix (PR),2010,Rural,807
4107736,Fernandes Pinheiro (PR),2010,Total,5932
4107736,Fernandes Pinheiro (PR),2010,Urbana,2094
4107736,Fernandes Pinheiro (PR),2010,Rural,3838
4107751,Figueira (PR),2010,Total,8293
4107751,Figueira (PR),2010,Urbana,7091
4107751,Figueira (PR),2010,Rural,1202
4107801,Floraí (PR),2010,Total,5050
4107801,Floraí (PR),2010,Urbana,4472
4107801,Floraí (PR),2010,Rural,578
4107850,Flor da Serra do Sul (PR),2010,Total,4726
4107850,Flor da Serra do Sul (PR),2010,Urbana,1644
4107850,Flor da Serra do Sul (PR),2010,Rural,3082
4107900,Floresta (PR),2010,Total,5931
4107900,Floresta (PR),2010,Urbana,5470
4107900,Floresta (PR),2010,Rural,461
4108007,Florestópolis (PR),2010,Total,11222
4108007,Florestópolis (PR),2010,Urbana,10544
4108007,Florestópolis (PR),2010,Rural,678
4108106,Flórida (PR),2010,Total,2543
4108106,Flórida (PR),2010,Urbana,2322
4108106,Flórida (PR),2010,Rural,221
4108205,Formosa do Oeste (PR),2010,Total,7541
4108205,Formosa do Oeste (PR),2010,Urbana,4970
4108205,Formosa do Oeste (PR),2010,Rural,2571
4108304,Foz do Iguaçu (PR),2010,Total,256088
4108304,Foz do Iguaçu (PR),2010,Urbana,253962
4108304,Foz do Iguaçu (PR),2010,Rural,2126
4108320,Francisco Alves (PR),2010,Total,6418
4108320,Francisco Alves (PR),2010,Urbana,4234
4108320,Francisco Alves (PR),2010,Rural,2184
4108403,Francisco Beltrão (PR),2010,Total,78943
4108403,Francisco Beltrão (PR),2010,Urbana,67449
4108403,Francisco Beltrão (PR),2010,Rural,11494
4108452,Foz do Jordão (PR),2010,Total,5420
4108452,Foz do Jordão (PR),2010,Urbana,3927
4108452,Foz do Jordão (PR),2010,Rural,1493
4108502,General Carneiro (PR),2010,Total,13669
4108502,General Carneiro (PR),2010,Urbana,9569
4108502,General Carneiro (PR),2010,Rural,4100
4108551,Godoy Moreira (PR),2010,Total,3337
4108551,Godoy Moreira (PR),2010,Urbana,1547
4108551,Godoy Moreira (PR),2010,Rural,1790
4108601,Goioerê (PR),2010,Total,29018
4108601,Goioerê (PR),2010,Urbana,25242
4108601,Goioerê (PR),2010,Rural,3776
4108650,Goioxim (PR),2010,Total,7503
4108650,Goioxim (PR),2010,Urbana,1756
4108650,Goioxim (PR),2010,Rural,5747
4108700,Grandes Rios (PR),2010,Total,6625
4108700,Grandes Rios (PR),2010,Urbana,3560
4108700,Grandes Rios (PR),2010,Rural,3065
4108809,Guaíra (PR),2010,Total,30704
4108809,Guaíra (PR),2010,Urbana,28206
4108809,Guaíra (PR),2010,Rural,2498
4108908,Guairaçá (PR),2010,Total,6197
4108908,Guairaçá (PR),2010,Urbana,4959
4108908,Guairaçá (PR),2010,Rural,1238
4108957,Guamiranga (PR),2010,Total,7900
4108957,Guamiranga (PR),2010,Urbana,2236
4108957,Guamiranga (PR),2010,Rural,5664
4109005,Guapirama (PR),2010,Total,3891
4109005,Guapirama (PR),2010,Urbana,2900
4109005,Guapirama (PR),2010,Rural,991
4109104,Guaporema (PR),2010,Total,2219
4109104,Guaporema (PR),2010,Urbana,1281
4109104,Guaporema (PR),2010,Rural,938
4109203,Guaraci (PR),2010,Total,5227
4109203,Guaraci (PR),2010,Urbana,4200
4109203,Guaraci (PR),2010,Rural,1027
4109302,Guaraniaçu (PR),2010,Total,14582
4109302,Guaraniaçu (PR),2010,Urbana,7804
4109302,Guaraniaçu (PR),2010,Rural,6778
4109401,Guarapuava (PR),2010,Total,167328
4109401,Guarapuava (PR),2010,Urbana,152993
4109401,Guarapuava (PR),2010,Rural,14335
4109500,Guaraqueçaba (PR),2010,Total,7871
4109500,Guaraqueçaba (PR),2010,Urbana,2683
4109500,Guaraqueçaba (PR),2010,Rural,5188
4109609,Guaratuba (PR),2010,Total,32095
4109609,Guaratuba (PR),2010,Urbana,28805
4109609,Guaratuba (PR),2010,Rural,3290
4109658,Honório Serpa (PR),2010,Total,5955
4109658,Honório Serpa (PR),2010,Urbana,1988
4109658,Honório Serpa (PR),2010,Rural,3967
4109708,Ibaiti (PR),2010,Total,28751
4109708,Ibaiti (PR),2010,Urbana,23116
4109708,Ibaiti (PR),2010,Rural,5635
4109757,Ibema (PR),2010,Total,6066
4109757,Ibema (PR),2010,Urbana,4941
4109757,Ibema (PR),2010,Rural,1125
4109807,Ibiporã (PR),2010,Total,48198
4109807,Ibiporã (PR),2010,Urbana,45895
4109807,Ibiporã (PR),2010,Rural,2303
4109906,Icaraíma (PR),2010,Total,8839
4109906,Icaraíma (PR),2010,Urbana,6240
4109906,Icaraíma (PR),2010,Rural,2599
4110003,Iguaraçu (PR),2010,Total,3982
4110003,Iguaraçu (PR),2010,Urbana,3559
4110003,Iguaraçu (PR),2010,Rural,423
4110052,Iguatu (PR),2010,Total,2234
4110052,Iguatu (PR),2010,Urbana,1438
4110052,Iguatu (PR),2010,Rural,796
4110078,Imbaú (PR),2010,Total,11274
4110078,Imbaú (PR),2010,Urbana,7060
4110078,Imbaú (PR),2010,Rural,4214
4110102,Imbituva (PR),2010,Total,28455
4110102,Imbituva (PR),2010,Urbana,17888
4110102,Imbituva (PR),2010,Rural,10567
4110201,Inácio Martins (PR),2010,Total,10943
4110201,Inácio Martins (PR),2010,Urbana,6288
4110201,Inácio Martins (PR),2010,Rural,4655
4110300,Inajá (PR),2010,Total,2988
4110300,Inajá (PR),2010,Urbana,2761
4110300,Inajá (PR),2010,Rural,227
4110409,Indianópolis (PR),2010,Total,4299
4110409,Indianópolis (PR),2010,Urbana,3147
4110409,Indianópolis (PR),2010,Rural,1152
4110508,Ipiranga (PR),2010,Total,14150
4110508,Ipiranga (PR),2010,Urbana,4889
4110508,Ipiranga (PR),2010,Rural,9261
4110607,Iporã (PR),2010,Total,14981
4110607,Iporã (PR),2010,Urbana,11777
4110607,Iporã (PR),2010,Rural,3204
4110656,Iracema do Oeste (PR),2010,Total,2578
4110656,Iracema do Oeste (PR),2010,Urbana,2002
4110656,Iracema do Oeste (PR),2010,Rural,576
4110706,Irati (PR),2010,Total,56207
4110706,Irati (PR),2010,Urbana,44932
4110706,Irati (PR),2010,Rural,11275
4110805,Iretama (PR),2010,Total,10622
4110805,Iretama (PR),2010,Urbana,6187
4110805,Iretama (PR),2010,Rural,4435
4110904,Itaguajé (PR),2010,Total,4568
4110904,Itaguajé (PR),2010,Urbana,3636
4110904,Itaguajé (PR),2010,Rural,932
4110953,Itaipulândia (PR),2010,Total,9026
4110953,Itaipulândia (PR),2010,Urbana,4741
4110953,Itaipulândia (PR),2010,Rural,4285
4111001,Itambaracá (PR),2010,Total,6759
4111001,Itambaracá (PR),2010,Urbana,5080
4111001,Itambaracá (PR),2010,Rural,1679
4111100,Itambé (PR),2010,Total,5979
4111100,Itambé (PR),2010,Urbana,5674
4111100,Itambé (PR),2010,Rural,305
4111209,Itapejara d'Oeste (PR),2010,Total,10531
4111209,Itapejara d'Oeste (PR),2010,Urbana,6987
4111209,Itapejara d'Oeste (PR),2010,Rural,3544
4111258,Itaperuçu (PR),2010,Total,23887
4111258,Itaperuçu (PR),2010,Urbana,19956
4111258,Itaperuçu (PR),2010,Rural,3931
4111308,Itaúna do Sul (PR),2010,Total,3583
4111308,Itaúna do Sul (PR),2010,Urbana,2549
4111308,Itaúna do Sul (PR),2010,Rural,1034
4111407,Ivaí (PR),2010,Total,12815
4111407,Ivaí (PR),2010,Urbana,4629
4111407,Ivaí (PR),2010,Rural,8186
4111506,Ivaiporã (PR),2010,Total,31816
4111506,Ivaiporã (PR),2010,Urbana,27438
4111506,Ivaiporã (PR),2010,Rural,4378
4111555,Ivaté (PR),2010,Total,7514
4111555,Ivaté (PR),2010,Urbana,5233
4111555,Ivaté (PR),2010,Rural,2281
4111605,Ivatuba (PR),2010,Total,3010
4111605,Ivatuba (PR),2010,Urbana,2294
4111605,Ivatuba (PR),2010,Rural,716
4111704,Jaboti (PR),2010,Total,4902
4111704,Jaboti (PR),2010,Urbana,3027
4111704,Jaboti (PR),2010,Rural,1875
4111803,Jacarezinho (PR),2010,Total,39121
4111803,Jacarezinho (PR),2010,Urbana,34774
4111803,Jacarezinho (PR),2010,Rural,4347
4111902,Jaguapitã (PR),2010,Total,12225
4111902,Jaguapitã (PR),2010,Urbana,10380
4111902,Jaguapitã (PR),2010,Rural,1845
4112009,Jaguariaíva (PR),2010,Total,32606
4112009,Jaguariaíva (PR),2010,Urbana,28041
4112009,Jaguariaíva (PR),2010,Rural,4565
4112108,Jandaia do Sul (PR),2010,Total,20269
4112108,Jandaia do Sul (PR),2010,Urbana,18331
4112108,Jandaia do Sul (PR),2010,Rural,1938
4112207,Janiópolis (PR),2010,Total,6532
4112207,Janiópolis (PR),2010,Urbana,4038
4112207,Janiópolis (PR),2010,Rural,2494
4112306,Japira (PR),2010,Total,4903
4112306,Japira (PR),2010,Urbana,2733
4112306,Japira (PR),2010,Rural,2170
4112405,Japurá (PR),2010,Total,8549
4112405,Japurá (PR),2010,Urbana,7619
4112405,Japurá (PR),2010,Rural,930
4112504,Jardim Alegre (PR),2010,Total,12324
4112504,Jardim Alegre (PR),2010,Urbana,7171
4112504,Jardim Alegre (PR),2010,Rural,5153
4112603,Jardim Olinda (PR),2010,Total,1409
4112603,Jardim Olinda (PR),2010,Urbana,1001
4112603,Jardim Olinda (PR),2010,Rural,408
4112702,Jataizinho (PR),2010,Total,11875
4112702,Jataizinho (PR),2010,Urbana,11053
4112702,Jataizinho (PR),2010,Rural,822
4112751,Jesuítas (PR),2010,Total,9001
4112751,Jesuítas (PR),2010,Urbana,6070
4112751,Jesuítas (PR),2010,Rural,2931
4112801,Joaquim Távora (PR),2010,Total,10736
4112801,Joaquim Távora (PR),2010,Urbana,8220
4112801,Joaquim Távora (PR),2010,Rural,2516
4112900,Jundiaí do Sul (PR),2010,Total,3433
4112900,Jundiaí do Sul (PR),2010,Urbana,1976
4112900,Jundiaí do Sul (PR),2010,Rural,1457
4112959,Juranda (PR),2010,Total,7641
4112959,Juranda (PR),2010,Urbana,5839
4112959,Juranda (PR),2010,Rural,1802
4113007,Jussara (PR),2010,Total,6610
4113007,Jussara (PR),2010,Urbana,5924
4113007,Jussara (PR),2010,Rural,686
4113106,Kaloré (PR),2010,Total,4506
4113106,Kaloré (PR),2010,Urbana,3218
4113106,Kaloré (PR),2010,Rural,1288
4113205,Lapa (PR),2010,Total,44932
4113205,Lapa (PR),2010,Urbana,27222
4113205,Lapa (PR),2010,Rural,17710
4113254,Laranjal (PR),2010,Total,6360
4113254,Laranjal (PR),2010,Urbana,2031
4113254,Laranjal (PR),2010,Rural,4329
4113304,Laranjeiras do Sul (PR),2010,Total,30777
4113304,Laranjeiras do Sul (PR),2010,Urbana,25031
4113304,Laranjeiras do Sul (PR),2010,Rural,5746
4113403,Leópolis (PR),2010,Total,4145
4113403,Leópolis (PR),2010,Urbana,2401
4113403,Leópolis (PR),2010,Rural,1744
4113429,Lidianópolis (PR),2010,Total,3973
4113429,Lidianópolis (PR),2010,Urbana,2046
4113429,Lidianópolis (PR),2010,Rural,1927
4113452,Lindoeste (PR),2010,Total,5361
4113452,Lindoeste (PR),2010,Urbana,2384
4113452,Lindoeste (PR),2010,Rural,2977
4113502,Loanda (PR),2010,Total,21201
4113502,Loanda (PR),2010,Urbana,19274
4113502,Loanda (PR),2010,Rural,1927
4113601,Lobato (PR),2010,Total,4401
4113601,Lobato (PR),2010,Urbana,4105
4113601,Lobato (PR),2010,Rural,296
4113700,Londrina (PR),2010,Total,506701
4113700,Londrina (PR),2010,Urbana,493520
4113700,Londrina (PR),2010,Rural,13181
4113734,Luiziana (PR),2010,Total,7315
4113734,Luiziana (PR),2010,Urbana,4756
4113734,Luiziana (PR),2010,Rural,2559
4113759,Lunardelli (PR),2010,Total,5160
4113759,Lunardelli (PR),2010,Urbana,3594
4113759,Lunardelli (PR),2010,Rural,1566
4113809,Lupionópolis (PR),2010,Total,4592
4113809,Lupionópolis (PR),2010,Urbana,4079
4113809,Lupionópolis (PR),2010,Rural,513
4113908,Mallet (PR),2010,Total,12973
4113908,Mallet (PR),2010,Urbana,7570
4113908,Mallet (PR),2010,Rural,5403
4114005,Mamborê (PR),2010,Total,13961
4114005,Mamborê (PR),2010,Urbana,8984
4114005,Mamborê (PR),2010,Rural,4977
4114104,Mandaguaçu (PR),2010,Total,19781
4114104,Mandaguaçu (PR),2010,Urbana,17585
4114104,Mandaguaçu (PR),2010,Rural,2196
4114203,Mandaguari (PR),2010,Total,32658
4114203,Mandaguari (PR),2010,Urbana,30934
4114203,Mandaguari (PR),2010,Rural,1724
4114302,Mandirituba (PR),2010,Total,22220
4114302,Mandirituba (PR),2010,Urbana,7414
